Citing ID,Citing Venue Name,Citing Venue SciMap Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap Name,Cited Venue SciMap ID,Cited Publication Year
1370669,NA,NA,NA,2015,1291904,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2014
1370669,NA,NA,NA,2015,1318924,Phys.Rev.,PHYSICAL REVIEW D,14759,2015
1370669,NA,NA,NA,2015,820709,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2009
1370669,NA,NA,NA,2015,498068,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1999
1370669,NA,NA,NA,2015,879030,Mon.Not.Roy.Astron.Soc.,NA,NA,2010
1370669,NA,NA,NA,2015,782558,Astron.Astrophys.Rev.,ASTRONOMY AND ASTROPHYSICS REVIEW,2094,2008
1370669,NA,NA,NA,2015,662579,Phys.Rev.,PHYSICAL REVIEW D,14759,2004
1370669,NA,NA,NA,2015,850962,Phys.Rev.,PHYSICAL REVIEW D,14759,2010
1370669,NA,NA,NA,2015,1289036,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1370669,NA,NA,NA,2015,1209863,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1370669,NA,NA,NA,2015,690140,Phys.Rev.,PHYSICAL REVIEW D,14759,2005
1370669,NA,NA,NA,2015,779913,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2008
1370669,NA,NA,NA,2015,885957,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1370669,NA,NA,NA,2015,829467,New J.Phys.,NEW JOURNAL OF PHYSICS,13701,2009
1370669,NA,NA,NA,2015,1279981,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1370669,NA,NA,NA,2015,664137,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2004
1370669,NA,NA,NA,2015,865229,Phys.Rev.,PHYSICAL REVIEW D,14759,2010
1370669,NA,NA,NA,2015,744886,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2007
1370669,NA,NA,NA,2015,717346,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2006
1370669,NA,NA,NA,2015,1089138,Phys.Rev.,PHYSICAL REVIEW D,14759,2012
1370669,NA,NA,NA,2015,1257719,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2014
1370669,NA,NA,NA,2015,470027,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
1370669,NA,NA,NA,2015,529853,Mon.Not.Roy.Astron.Soc.,NA,NA,2000
1370669,NA,NA,NA,2015,588611,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
1370669,NA,NA,NA,2015,444698,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1997
1370669,NA,NA,NA,2015,559335,Mon.Not.Roy.Astron.Soc.,NA,NA,2001
1370669,NA,NA,NA,2015,1254206,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2014
1370669,NA,NA,NA,2015,468973,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
1370669,NA,NA,NA,2015,850768,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1370669,NA,NA,NA,2015,874881,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1370669,NA,NA,NA,2015,1263484,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1370669,NA,NA,NA,2015,891556,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2011
1370669,NA,NA,NA,2015,770367,Phys.Rev.,PHYSICAL REVIEW D,14759,2007
1370669,NA,NA,NA,2015,653589,Phys.Rev.,PHYSICAL REVIEW D,14759,2004
1370669,NA,NA,NA,2015,1309208,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1370669,NA,NA,NA,2015,480521,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
1370669,NA,NA,NA,2015,940183,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1370669,NA,NA,NA,2015,709297,JCAP,NA,NA,2006
1370669,NA,NA,NA,2015,556642,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,2001
1370669,NA,NA,NA,2015,1080482,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1370669,NA,NA,NA,2015,1301192,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2014
1370669,NA,NA,NA,2015,345499,Phys.Rev.,PHYSICAL REVIEW D,14759,1992
1370669,NA,NA,NA,2015,450258,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
1370669,NA,NA,NA,2015,926851,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2011
1370669,NA,NA,NA,2015,695239,Living Rev.Rel.,NA,NA,2005
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,582695,Rev.Mod.Phys.,REVIEWS OF MODERN PHYSICS,16732,2002
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,695268,Rept.Prog.Phys.,REPORTS ON PROGRESS IN PHYSICS,16516,2005
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,648746,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2004
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,339181,NA,NA,NA,1992
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,455294,NA,NA,NA,1997
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,315930,Nucl.Phys.,NUCLEAR PHYSICS A,13919,1991
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,373821,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,1994
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,34632,Phys.Lett.,PHYSICS LETTERS B,14781,1993
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,902365,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2011
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,666275,Nucl.Phys.,NUCLEAR PHYSICS A,13919,2004
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,866649,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2010
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1322577,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,557900,Nucl.Phys.,NUCLEAR PHYSICS A,13919,2001
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,757943,Phys.Rev.,PHYSICAL REVIEW D,14759,2007
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,826042,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2009
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1208733,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1251546,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1123661,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1094858,Phys.Rev.,PHYSICAL REVIEW D,14759,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1225548,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,342184,Phys.Rev.,PHYSICAL REVIEW D,14759,1992
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1295911,Phys.Rev.,PHYSICAL REVIEW D,14759,2015
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1318656,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1298990,JCAP,NA,NA,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1305295,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1311232,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1303909,Phys.Rev.,PHYSICAL REVIEW D,14759,2015
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1331821,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2015
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,818423,Phys.Rev.,PHYSICAL REVIEW D,14759,2009
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,787477,Phys.Lett.,PHYSICS LETTERS B,14781,2008
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,586420,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2002
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1112579,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,394513,Nucl.Phys.,NUCLEAR PHYSICS A,13919,1995
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1247473,Nucl.Phys.,NUCLEAR PHYSICS A,13919,2013
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,37909,Nucl.Phys.,NUCLEAR PHYSICS A,13919,1994
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1240704,Nucl.Phys.,NUCLEAR PHYSICS A,13919,2013
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1291041,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1113456,Rept.Prog.Phys.,REPORTS ON PROGRESS IN PHYSICS,16516,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1112579,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1315584,Chin.Phys.,NA,NA,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,361970,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1993
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,412874,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1995
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,360223,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1993
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,303875,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1990
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,347553,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1992
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,797794,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2008
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,39482,Phys.Rev.,PHYSICAL REVIEW D,14759,1994
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,514741,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,1999
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1079241,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2011
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1123804,Comput.Phys.Commun.,COMPUTER PHYSICS COMMUNICATIONS,4211,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,496368,Eur.Phys.J.,EUROPEAN PHYSICAL JOURNAL C,6020,1999
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1245017,NA,NA,NA,2013
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1237723,EPJ Web Conf.,NA,NA,2013
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1197101,NA,NA,NA,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1286320,NA,NA,NA,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,712925,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2006
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,874738,Phys.Lett.,PHYSICS LETTERS B,14781,2010
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1209564,NA,NA,NA,2013
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,783106,Phys.Rev.,PHYSICAL REVIEW D,14759,2008
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1266257,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1260781,NA,NA,NA,2012
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1340696,Phys.Lett.,PHYSICS LETTERS B,14781,2015
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,793333,Nucl.Phys.,NUCLEAR PHYSICS A,13919,2008
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,785540,Phys.Rev.,PHYSICAL REVIEW D,14759,2008
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,733363,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2006
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,787477,Phys.Lett.,PHYSICS LETTERS B,14781,2008
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1306295,Eur.Phys.J.,EUROPEAN PHYSICAL JOURNAL C,6020,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1355512,Phys.Rev.,PHYSICAL REVIEW D,14759,2015
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1391149,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2016
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,864990,Phys.Rev.,PHYSICAL REVIEW D,14759,2010
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1280310,JCAP,NA,NA,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1295899,JCAP,NA,NA,2014
1371859,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1315811,NA,NA,NA,2014
1375002,NA,NA,NA,2015,768135,Rept.Prog.Phys.,REPORTS ON PROGRESS IN PHYSICS,16516,2007
1375002,NA,NA,NA,2015,1328453,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1375002,NA,NA,NA,2015,848784,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1375002,NA,NA,NA,2015,1226234,Living Rev.Rel.,NA,NA,2018
1375002,NA,NA,NA,2015,827802,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2009
1375002,NA,NA,NA,2015,743197,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2007
1375002,NA,NA,NA,2015,697301,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,2005
1375002,NA,NA,NA,2015,1228190,Exper.Astron.,NA,NA,2013
1375002,NA,NA,NA,2015,930544,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2011
1375002,NA,NA,NA,2015,1291904,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2014
1375002,NA,NA,NA,2015,1079414,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1375002,NA,NA,NA,2015,1114113,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2012
1375002,NA,NA,NA,2015,1082901,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,2011
1381741,NA,NA,NA,2015,1328453,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1381741,NA,NA,NA,2015,1311317,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1381741,NA,NA,NA,2015,848784,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1381741,NA,NA,NA,2015,925899,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2011
1381741,NA,NA,NA,2015,1226234,Living Rev.Rel.,NA,NA,2018
1381741,NA,NA,NA,2015,1291904,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2014
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,768135,Rept.Prog.Phys.,REPORTS ON PROGRESS IN PHYSICS,16516,2007
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1328453,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1226234,Living Rev.Rel.,NA,NA,2018
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,848784,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,779913,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2008
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,829467,New J.Phys.,NEW JOURNAL OF PHYSICS,13701,2009
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,882170,Phys.Rev.,PHYSICAL REVIEW D,14759,2010
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1127983,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1324772,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,812397,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2009
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,727563,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2006
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,918727,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2011
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1079414,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1088817,Phys.Rev.,PHYSICAL REVIEW D,14759,2012
1390951,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015,1254206,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2014
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1226234,Living Rev.Rel.,NA,NA,2018
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1328453,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1311317,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1240490,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,439636,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1124003,Phys.Rev.,PHYSICAL REVIEW D,14759,2012
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1255580,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2013
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,878269,NA,NA,NA,2010
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1079414,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,767001,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2007
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1116990,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2013
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,874812,Nature,NATURE,13439,2010
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1206821,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2013
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1112216,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2012
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1084667,Phys.Rev.,PHYSICAL REVIEW D,14759,2012
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1084668,Phys.Rev.,PHYSICAL REVIEW D,14759,2012
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1266696,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,1362328,NA,NA,NA,2015
1391115,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2015,856144,Phys.Rev.,PHYSICAL REVIEW D,14759,2010
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,722595,Mon.Not.Roy.Astron.Soc.,NA,NA,2006
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,759267,Phys.Rev.,PHYSICAL REVIEW D,14759,2007
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,798243,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2008
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,930297,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,660958,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2004
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,744081,Phys.Rev.,PHYSICAL REVIEW D,14759,2007
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,716134,Phys.Rev.,PHYSICAL REVIEW D,14759,2006
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,783918,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2008
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,831695,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2009
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,858110,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2010
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,783188,Phys.Rev.,PHYSICAL REVIEW D,14759,2008
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,820010,Phys.Rev.,PHYSICAL REVIEW D,14759,2009
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1124295,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,848369,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1093632,NA,NA,NA,2012
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1324772,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2015
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,768135,Rept.Prog.Phys.,REPORTS ON PROGRESS IN PHYSICS,16516,2007
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,668088,Astron.J.,ASTRONOMICAL JOURNAL,2090,2004
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1126958,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,817862,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2009
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1182048,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,895740,Phys.Rev.,PHYSICAL REVIEW D,14759,2011
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,468973,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,679597,Phys.Rev.,PHYSICAL REVIEW D,14759,2005
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,926851,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2011
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1223310,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1397593,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1334902,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2015
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,896134,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2011
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1254206,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2014
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,798243,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2008
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1124295,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1282007,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1264001,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2014
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1309208,Phys.Rev.,PHYSICAL REVIEW D,14759,2014
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1209523,Mon.Not.Roy.Astron.Soc.,NA,NA,2013
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1224780,Mon.Not.Roy.Astron.Soc.,NA,NA,2013
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,874881,Class.Quant.Grav.,CLASSICAL AND QUANTUM GRAVITY,3723,2010
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,468973,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,817862,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2009
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1127672,Mon.Not.Roy.Astron.Soc.,NA,NA,2012
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1182048,Phys.Rev.,PHYSICAL REVIEW D,14759,2013
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,848377,Mon.Not.Roy.Astron.Soc.,NA,NA,2010
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,768135,Rept.Prog.Phys.,REPORTS ON PROGRESS IN PHYSICS,16516,2007
1397602,Phys.Rev.,PHYSICAL REVIEW D,14759,2016,1111836,JINST,JOURNAL OF INSTRUMENTATION,10586,2012
