Citing ID,Citing Venue Name,Citing Venue SciMap Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap Name,Cited Venue SciMap ID,Cited Publication Year
597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002,392293,Space Sci.Rev.,SPACE SCIENCE REVIEWS,17881,1995
597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002,468697,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002,395618,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1995
597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002,361962,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1993
610347,NA,NA,NA,2002,490144,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,379232,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,1994
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,541261,Ann.Rev.Nucl.Part.Sci.,NA,NA,2000
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,592284,Prog.Part.Nucl.Phys.,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,16011,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,410034,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,1995
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,505533,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,1999
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,501600,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1999
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,586602,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,513123,Phys.Atom.Nucl.,NA,NA,1999
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,614855,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2003
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,502610,NA,NA,NA,1999
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,585966,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,530779,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,595196,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,535714,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2000
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,584826,Ann.Rev.Nucl.Part.Sci.,NA,NA,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,392914,Phys.Lett.,PHYSICS LETTERS B,14781,1995
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,325466,Phys.Rev.,PHYSICAL REVIEW D,14759,1991
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,361962,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1993
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,468697,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,395618,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1995
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,589398,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,454197,Phys.Rev.,PHYSICAL REVIEW D,14759,1997
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,558620,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2001
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,472967,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,482397,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,392293,Space Sci.Rev.,SPACE SCIENCE REVIEWS,17881,1995
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,602231,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003,591714,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2002
620521,NA,NA,NA,2003,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
620521,NA,NA,NA,2003,472804,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
620521,NA,NA,NA,2003,419948,Phys.Rev.,PHYSICAL REVIEW D,14759,1996
620521,NA,NA,NA,2003,514922,Phys.Atom.Nucl.,NA,NA,1999
620521,NA,NA,NA,2003,457831,Phys.Atom.Nucl.,NA,NA,1997
620521,NA,NA,NA,2003,535765,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
620521,NA,NA,NA,2003,528037,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
620521,NA,NA,NA,2003,539425,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
620521,NA,NA,NA,2003,452525,NA,NA,NA,1997
620521,NA,NA,NA,2003,634489,Phys.Rev.,PHYSICAL REVIEW D,14759,2003
620521,NA,NA,NA,2003,422835,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1996
620521,NA,NA,NA,2003,364855,Prog.Theor.Phys.,PROGRESS OF THEORETICAL PHYSICS,16030,1993
620521,NA,NA,NA,2003,474812,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1998
620521,NA,NA,NA,2003,475738,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
620521,NA,NA,NA,2003,586360,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
647582,NA,NA,NA,2004,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
647582,NA,NA,NA,2004,632171,NA,NA,NA,2003
647582,NA,NA,NA,2004,629838,JCAP,NA,NA,2003
647582,NA,NA,NA,2004,634489,Phys.Rev.,PHYSICAL REVIEW D,14759,2003
647582,NA,NA,NA,2004,588921,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2002
649485,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2004,632171,NA,NA,NA,2003
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,379232,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,1994
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,541261,Ann.Rev.Nucl.Part.Sci.,NA,NA,2000
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,592284,Prog.Part.Nucl.Phys.,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,16011,2002
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,586602,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,555147,Nature,NATURE,13439,2001
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,591714,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2002
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,583168,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,589398,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,495530,Phys.Rev.,PHYSICAL REVIEW D,14759,1999
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,472967,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,482397,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,392293,Space Sci.Rev.,SPACE SCIENCE REVIEWS,17881,1995
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,361962,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1993
651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004,468697,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
651764,NA,NA,NA,2005,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
651764,NA,NA,NA,2005,632171,NA,NA,NA,2003
651764,NA,NA,NA,2005,559594,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2001
651764,NA,NA,NA,2005,647582,NA,NA,NA,2004
651764,NA,NA,NA,2005,634489,Phys.Rev.,PHYSICAL REVIEW D,14759,2003
651764,NA,NA,NA,2005,392293,Space Sci.Rev.,SPACE SCIENCE REVIEWS,17881,1995
651764,NA,NA,NA,2005,482397,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
651764,NA,NA,NA,2005,595196,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2002
651764,NA,NA,NA,2005,472967,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,541261,Ann.Rev.Nucl.Part.Sci.,NA,NA,2000
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,586602,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,634489,Phys.Rev.,PHYSICAL REVIEW D,14759,2003
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,468697,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,395618,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1995
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,392293,Space Sci.Rev.,SPACE SCIENCE REVIEWS,17881,1995
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,482397,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
652321,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,472967,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,472967,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,530779,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,364855,Prog.Theor.Phys.,PROGRESS OF THEORETICAL PHYSICS,16030,1993
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,634489,Phys.Rev.,PHYSICAL REVIEW D,14759,2003
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,586360,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,475738,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
658585,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,474812,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1998
673255,NA,NA,NA,2004,592687,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2002
673255,NA,NA,NA,2004,592976,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2002
673255,NA,NA,NA,2004,587505,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,2002
673255,NA,NA,NA,2004,603717,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2002
673255,NA,NA,NA,2004,586602,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
673255,NA,NA,NA,2004,586602,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
673255,NA,NA,NA,2004,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
673255,NA,NA,NA,2004,492087,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,1998
673255,NA,NA,NA,2004,502610,NA,NA,NA,1999
673255,NA,NA,NA,2004,527103,Phys.Rev.,PHYSICAL REVIEW D,14759,2000
673255,NA,NA,NA,2004,589048,Phys.Lett.,PHYSICS LETTERS B,14781,2002
673255,NA,NA,NA,2004,586050,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2002
673255,NA,NA,NA,2004,586602,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
673255,NA,NA,NA,2004,559613,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2001
673255,NA,NA,NA,2004,479671,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,1999
673255,NA,NA,NA,2004,321589,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1991
673255,NA,NA,NA,2004,611648,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2003
673255,NA,NA,NA,2004,603340,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2002
673255,NA,NA,NA,2004,468962,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
673255,NA,NA,NA,2004,474329,Phys.Part.Nucl.,NA,NA,1998
673255,NA,NA,NA,2004,622052,Frascati Phys.Ser.,NA,NA,2003
673255,NA,NA,NA,2004,525280,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2000
673255,NA,NA,NA,2004,604286,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2002
673255,NA,NA,NA,2004,403811,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1995
673255,NA,NA,NA,2004,472804,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
673255,NA,NA,NA,2004,604208,NA,NA,NA,2002
673255,NA,NA,NA,2004,603903,Phys.Rev.,PHYSICAL REVIEW D,14759,2002
673255,NA,NA,NA,2004,605308,J.Phys.,NA,NA,2002
673255,NA,NA,NA,2004,495421,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1999
673255,NA,NA,NA,2004,531458,NA,NA,NA,2000
673255,NA,NA,NA,2004,501126,NA,NA,NA,1999
673255,NA,NA,NA,2004,296836,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1990
673255,NA,NA,NA,2004,581555,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
673255,NA,NA,NA,2004,430875,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1996
673255,NA,NA,NA,2004,481603,Phys.Rev.,PHYSICAL REVIEW D,14759,1998
673255,NA,NA,NA,2004,541261,Ann.Rev.Nucl.Part.Sci.,NA,NA,2000
673255,NA,NA,NA,2004,375639,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1994
673255,NA,NA,NA,2004,555053,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2001
673255,NA,NA,NA,2004,619239,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2003
673255,NA,NA,NA,2004,355783,Phys.Rev.,PHYSICAL REVIEW D,14759,1993
673255,NA,NA,NA,2004,369946,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1993
673255,NA,NA,NA,2004,534000,Rev.Mod.Phys.,REVIEWS OF MODERN PHYSICS,16732,2000
673255,NA,NA,NA,2004,604582,NA,NA,NA,2002
673255,NA,NA,NA,2004,401313,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1995
673255,NA,NA,NA,2004,554305,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2001
673255,NA,NA,NA,2004,555041,Science,SCIENCE,17311,2001
673255,NA,NA,NA,2004,453225,Prog.Part.Nucl.Phys.,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,16011,1997
673255,NA,NA,NA,2004,614412,J.Phys.,NA,NA,2003
673255,NA,NA,NA,2004,392293,Space Sci.Rev.,SPACE SCIENCE REVIEWS,17881,1995
673255,NA,NA,NA,2004,614644,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,2003
673255,NA,NA,NA,2004,582677,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2002
673255,NA,NA,NA,2004,474450,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,1998
673255,NA,NA,NA,2004,466946,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,1998
673255,NA,NA,NA,2004,506156,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1999
673255,NA,NA,NA,2004,412645,Publ.Astron.Soc.Pac.,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,16225,1995
673255,NA,NA,NA,2004,651694,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2004
673255,NA,NA,NA,2004,485718,Phys.Scripta,PHYSICA SCRIPTA,14743,1998
674296,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,651595,New Astron.Rev.,NEW ASTRONOMY REVIEWS,13677,2004
674296,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,659314,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2004
674296,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,664098,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2004
674296,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,647582,NA,NA,NA,2004
674296,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005,593382,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2003
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,312847,Mon.Not.Roy.Astron.Soc.,NA,NA,1990
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,386355,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1994
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,380254,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1994
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,618572,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2003
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,500682,Mon.Not.Roy.Astron.Soc.,NA,NA,1999
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,541261,Ann.Rev.Nucl.Part.Sci.,NA,NA,2000
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,406668,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1995
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,613467,Acta Phys.Polon.,ACTA PHYSICA POLONICA B,511,2003
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,519941,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1999
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,476446,Publ.Astron.Soc.Austral.,NA,NA,1998
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,497602,Comput.Phys.Commun.,COMPUTER PHYSICS COMMUNICATIONS,4211,1999
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,654701,Phys.Lett.,PHYSICS LETTERS B,14781,2004
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,342983,Astron.Astrophys.,ASTRONOMY AND ASTROPHYSICS,2093,1992
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,548203,Mon.Not.Roy.Astron.Soc.,NA,NA,2000
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,548179,Mon.Not.Roy.Astron.Soc.,NA,NA,2000
676140,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2005,659561,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005
677825,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,526308,NA,NA,NA,2000
677825,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,522981,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2000
677825,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,664098,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2004
677825,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,680068,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2005
677825,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,441472,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1997
677825,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,496316,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,1999
