Citing ID,Citing Venue Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap ID,Cited Publication Year
1988185025,nature,13439,2001,1989539292,nature genetics,13453,1999
1988185025,nature,13439,2001,1999909705,science,17311,2000
1988185025,nature,13439,2001,2000160799,nature,13439,2001
1988185025,nature,13439,2001,2042103448,science,17311,1996
1988185025,nature,13439,2001,2061008984,nature,13439,2001
1988185025,nature,13439,2001,2074754379,science,17311,1997
1988185025,nature,13439,2001,2079501979,science,17311,1996
1988185025,nature,13439,2001,2131709305,nature genetics,13453,2000
1988185025,nature,13439,2001,2152400927,NA,NA,2002
1988185025,nature,13439,2001,2160782760,nature genetics,13453,1999
1988185025,nature,13439,2001,2168909179,nature,13439,2001
1997894107,nature,13439,2003,1486011748,NA,NA,2000
1997894107,nature,13439,2003,1551348579,european journal of cell biology,5878,1980
1997894107,nature,13439,2003,1564380213,advances in genetics,693,2002
1997894107,nature,13439,2003,1979385177,cell,3323,1999
1997894107,nature,13439,2003,2108345777,genetics,6669,2001
1997894107,nature,13439,2003,2115518614,bioinformatics,2499,2001
1997894107,nature,13439,2003,2122055675,proceedings of the national academy of sciences of the united states of america,15868,2002
1997894107,nature,13439,2003,2127230663,science,17311,2001
1997894107,nature,13439,2003,2136623592,microbiology and molecular biology reviews,12998,1998
1997894107,nature,13439,2003,2141652419,science,17311,2000
1997894107,nature,13439,2003,2148889490,nature,13439,2003
1997894107,nature,13439,2003,2153283265,science,17311,1996
1997894107,nature,13439,2003,2167493116,nature,13439,2003
1997894107,nature,13439,2003,2168846334,science,17311,2001
1997894107,nature,13439,2003,2168909179,nature,13439,2001
2098926562,science,17311,2003,2014197537,nature biotechnology,13440,2002
2098926562,science,17311,2003,2028728414,nature,13439,2002
2098926562,science,17311,2003,2118001436,proceedings of the national academy of sciences of the united states of america,15868,1998
2025813437,nature,13439,2006,1235839870,nature,13439,2004
2025813437,nature,13439,2006,1517532080,nature genetics,13453,2000
2025813437,nature,13439,2006,1966256304,nature,13439,2006
2025813437,nature,13439,2006,1981347911,proceedings of the national academy of sciences of the united states of america,15868,2003
2025813437,nature,13439,2006,1983430515,nature genetics,13453,1997
2025813437,nature,13439,2006,2006746194,genome research,6684,2005
2025813437,nature,13439,2006,2026537232,cell,3323,1993
2025813437,nature,13439,2006,2030209823,genomics,6686,1996
2025813437,nature,13439,2006,2032942231,nature,13439,2005
2025813437,nature,13439,2006,2033715497,american journal of human genetics,1100,2004
2025813437,nature,13439,2006,2045040686,science,17311,2002
2025813437,nature,13439,2006,2085275533,science,17311,1982
2025813437,nature,13439,2006,2093748431,nature,13439,2004
2025813437,nature,13439,2006,2098187463,nature genetics,13453,2005
2025813437,nature,13439,2006,2099348538,genome research,6684,2001
2025813437,nature,13439,2006,2103225674,nature,13439,2003
2025813437,nature,13439,2006,2103256993,cell,3323,1991
2025813437,nature,13439,2006,2103571619,genome research,6684,2002
2025813437,nature,13439,2006,2105552887,trends in genetics,18879,2001
2025813437,nature,13439,2006,2117177379,genome research,6684,2004
2025813437,nature,13439,2006,2128591967,bioinformatics,2499,2002
2025813437,nature,13439,2006,2144594443,nature,13439,2004
2025813437,nature,13439,2006,2146028106,genome research,6684,2001
2025813437,nature,13439,2006,2151318268,genome research,6684,2001
2025813437,nature,13439,2006,2168148721,nature,13439,2004
2025813437,nature,13439,2006,3018011723,nature,13439,2004
1985722159,nature,13439,2006,61983648,blood,2646,1995
1985722159,nature,13439,2006,1963651352,cytogenetic and genome research,4744,2005
1985722159,nature,13439,2006,1964511844,proceedings of the national academy of sciences of the united states of america,15868,2004
1985722159,nature,13439,2006,1964571709,american journal of human genetics,1100,2000
1985722159,nature,13439,2006,1969088156,cytogenetic and genome research,4744,2003
1985722159,nature,13439,2006,1971646616,nature,13439,2001
1985722159,nature,13439,2006,1976003644,genomics,6686,1998
1985722159,nature,13439,2006,1984921840,nature,13439,2001
1985722159,nature,13439,2006,1994066804,molecular biology and evolution,13206,2002
1985722159,nature,13439,2006,1994127362,human mutation,7460,2000
1985722159,nature,13439,2006,2006746194,genome research,6684,2005
1985722159,nature,13439,2006,2011228088,nature,13439,2001
1985722159,nature,13439,2006,2026004154,genome research,6684,2004
1985722159,nature,13439,2006,2039249321,genome research,6684,2004
1985722159,nature,13439,2006,2056554987,nature,13439,2004
1985722159,nature,13439,2006,2094672597,nature,13439,1987
1985722159,nature,13439,2006,2097040991,nature,13439,2004
1985722159,nature,13439,2006,2107903949,nucleic acids research,13928,2004
1985722159,nature,13439,2006,2113324240,genome research,6684,2003
1985722159,nature,13439,2006,2113394593,genome research,6684,2003
1985722159,nature,13439,2006,2114580957,genome research,6684,1996
1985722159,nature,13439,2006,2115829389,nucleic acids research,13928,2004
1985722159,nature,13439,2006,2118930999,genome research,6684,2004
1985722159,nature,13439,2006,2121330178,cytogenetic and genome research,4744,2005
1985722159,nature,13439,2006,2122598328,proceedings of the national academy of sciences of the united states of america,15868,2003
1985722159,nature,13439,2006,2133185479,plos genetics,14921,2005
1985722159,nature,13439,2006,2133557496,proceedings of the national academy of sciences of the united states of america,15868,2004
1985722159,nature,13439,2006,2143019537,proceedings of the national academy of sciences of the united states of america,15868,2006
1985722159,nature,13439,2006,2151318268,genome research,6684,2001
1985722159,nature,13439,2006,2151464048,nature,13439,2002
1985722159,nature,13439,2006,2155237411,genome research,6684,2003
2068146190,nature,13439,2006,1235839870,nature,13439,2004
2068146190,nature,13439,2006,1606770439,NA,NA,1997
2068146190,nature,13439,2006,1965265115,nature,13439,1996
2068146190,nature,13439,2006,1985471440,genome research,6684,2000
2068146190,nature,13439,2006,2003463914,genome research,6684,2002
2068146190,nature,13439,2006,2032942231,nature,13439,2005
2068146190,nature,13439,2006,2056554987,nature,13439,2004
2068146190,nature,13439,2006,2057023756,febs letters,6222,2000
2068146190,nature,13439,2006,2058784847,NA,NA,2002
2068146190,nature,13439,2006,2071707266,genomics,6686,1996
2068146190,nature,13439,2006,2078075583,nature,13439,2003
2068146190,nature,13439,2006,2091448229,nucleic acids research,13928,2005
2068146190,nature,13439,2006,2093748431,nature,13439,2004
2068146190,nature,13439,2006,2097040991,nature,13439,2004
2068146190,nature,13439,2006,2104743461,nature genetics,13453,2002
2068146190,nature,13439,2006,2114611642,nature,13439,2005
2068146190,nature,13439,2006,2121286926,american journal of human genetics,1100,1998
2068146190,nature,13439,2006,2144594443,nature,13439,2004
2068146190,nature,13439,2006,2151464048,nature,13439,2002
2068146190,nature,13439,2006,2159077471,genetics and molecular research,6672,2004
2068146190,nature,13439,2006,2166187656,journal of molecular biology,10876,1997
2068146190,nature,13439,2006,2168909179,nature,13439,2001
2068146190,nature,13439,2006,2949977409,nature,13439,1999
2068146190,nature,13439,2006,3018011723,nature,13439,2004
2025534318,nature,13439,2001,1971646616,nature,13439,2001
2025534318,nature,13439,2001,2000200279,nature,13439,2001
2025534318,nature,13439,2001,2011228088,nature,13439,2001
2025534318,nature,13439,2001,2013652991,genomics,6686,1996
2025534318,nature,13439,2001,2023435500,nature,13439,2001
2025534318,nature,13439,2001,2027335734,nature,13439,2001
