,Citing ID,Citing Venue Name,Citing Venue SciMap Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap Name,Cited Venue SciMap ID,Cited Publication Year
0,1836652,NA,NA,NA,2020,580295,NA,NA,NA,2001
1,595962,Phys.Rev.,PHYSICAL REVIEW D,14759,2002,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
2,602549,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2002,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
3,619847,NA,NA,NA,2003,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
4,629816,Phys.Atom.Nucl.,NA,NA,2003,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
5,650664,Mod.Phys.Lett.,NA,NA,2004,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
6,661264,Phys.Lett.,PHYSICS LETTERS B,14781,2004,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
7,661936,JCAP,NA,NA,2004,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
8,668029,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
9,684490,Phys.Rev.,PHYSICAL REVIEW D,14759,2005,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
10,750503,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2007,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
11,781208,Mod.Phys.Lett.,NA,NA,2008,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
12,853649,NA,NA,NA,2010,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
13,1754906,NA,NA,NA,2018,592426,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
14,601887,Proc.SPIE Int.Soc.Opt.Eng.,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
15,602258,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2002,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
16,602453,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2002,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
17,602549,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2002,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
18,611051,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
19,612980,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
20,613838,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
21,614227,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
22,615730,JCAP,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
23,616588,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
24,616831,Phys.Rev.,PHYSICAL REVIEW D,14759,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
25,617535,Astrophys.J.,ASTROPHYSICAL JOURNAL,2100,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
26,618245,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
27,619847,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
28,620650,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
29,622025,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
30,622623,Phys.Rev.,PHYSICAL REVIEW D,14759,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
31,625850,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
32,631164,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
33,631604,Eur.Phys.J.,EUROPEAN PHYSICAL JOURNAL C,6020,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
34,632169,Phys.Lett.,PHYSICS LETTERS B,14781,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
35,634148,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
36,634184,New J.Phys.,NEW JOURNAL OF PHYSICS,13701,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
37,634440,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
38,634593,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
39,635452,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
40,635571,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
41,636437,JCAP,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
42,636945,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
43,637767,NA,NA,NA,2003,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
44,642556,Phys.Lett.,PHYSICS LETTERS B,14781,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
45,648746,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
46,649350,Phys.Rev.,PHYSICAL REVIEW D,14759,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
47,650664,Mod.Phys.Lett.,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
48,650810,JCAP,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
49,654571,NA,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
50,655760,NA,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
51,656949,Phys.Rev.,PHYSICAL REVIEW D,14759,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
52,657398,Phys.Rev.,PHYSICAL REVIEW D,14759,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
53,657939,New J.Phys.,NEW JOURNAL OF PHYSICS,13701,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
54,658586,Mod.Phys.Lett.,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
55,658897,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
56,659180,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
57,660247,NA,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
58,661264,Phys.Lett.,PHYSICS LETTERS B,14781,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
59,661572,JCAP,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
60,661936,JCAP,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
61,662972,NA,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
62,663116,AIP Conf.Proc.,AIP CONFERENCE PROCEEDINGS,907,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
63,663609,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
64,666800,NA,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
65,667025,NA,NA,NA,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
66,668029,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2004,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
67,675101,Phys.Scripta,PHYSICA SCRIPTA,14743,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
68,678822,J.Phys.,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
69,681216,NA,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
70,681322,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
71,683425,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
72,684490,Phys.Rev.,PHYSICAL REVIEW D,14759,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
73,684832,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
74,685349,Phys.Rev.,PHYSICAL REVIEW D,14759,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
75,686174,NA,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
76,692009,NA,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
77,693671,Phys.Rev.,PHYSICAL REVIEW D,14759,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
78,694041,Phys.Rev.,PHYSICAL REVIEW D,14759,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
79,695618,NA,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
80,696102,JCAP,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
81,696154,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
82,696440,Annals Phys.,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
83,696949,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
84,698367,Phys.Rev.,PHYSICAL REVIEW D,14759,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
85,700114,NA,NA,NA,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
86,700841,Comptes Rendus Physique,COMPTES RENDUS PHYSIQUE,4160,2005,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
87,711504,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
88,712421,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
89,713013,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
90,713478,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
91,714374,JCAP,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
92,715107,JCAP,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
93,715179,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
94,715900,Phys.Rev.Lett.,PHYSICAL REVIEW LETTERS,14761,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
95,716203,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
96,716593,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
97,717476,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
98,719090,JCAP,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
99,720849,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
100,721142,JCAP,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
101,723024,J.Phys.Conf.Ser.,Journal of Physics: Conference Series,11180,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
102,725021,NA,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
103,726693,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
104,728256,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
105,729978,J.Phys.Conf.Ser.,Journal of Physics: Conference Series,11180,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
106,730121,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
107,731036,J.Phys.Conf.Ser.,Journal of Physics: Conference Series,11180,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
108,732172,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
109,733015,JCAP,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
110,733498,JCAP,NA,NA,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
111,734149,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
112,734259,Nucl.Instrum.Meth.,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
113,734703,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
114,735544,Phys.Rev.,PHYSICAL REVIEW D,14759,2006,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
115,743057,Phys.Rept.,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,14792,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
116,743200,Phys.Rev.,PHYSICAL REVIEW D,14759,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
117,745012,NA,NA,NA,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
118,745572,Int.J.Mod.Phys.,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
119,745651,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
120,748900,Phys.Rev.,PHYSICAL REVIEW D,14759,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
121,750503,Astropart.Phys.,ASTROPARTICLE PHYSICS,2098,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
122,750583,JCAP,NA,NA,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
123,751794,NA,NA,NA,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
124,752826,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
125,753152,NA,NA,NA,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
126,753985,Phys.Rev.,PHYSICAL REVIEW D,14759,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
127,754869,J.Phys.Conf.Ser.,Journal of Physics: Conference Series,11180,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
128,755017,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
129,759358,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
130,760007,Phys.Rev.,PHYSICAL REVIEW D,14759,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
131,761944,NA,NA,NA,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
132,768164,Phys.Rev.,PHYSICAL REVIEW D,14759,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
133,768641,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
134,768904,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2007,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
135,778864,Ann.Rev.Nucl.Part.Sci.,NA,NA,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
136,779974,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
137,780623,Phys.Rev.,PHYSICAL REVIEW D,14759,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
138,780669,NA,NA,NA,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
139,781208,Mod.Phys.Lett.,NA,NA,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
140,781358,JHEP,JOURNAL OF HIGH ENERGY PHYSICS,10476,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
141,781959,Phys.Rev.,PHYSICAL REVIEW D,14759,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
142,782444,NA,NA,NA,2008,597012,Nucl.Phys.Proc.Suppl.,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2002
