,ID,Title,Type,Venue Name,Venue ID,Venue ISBN,Venue Acronym,Venue Presented At,Venue Extra,Venue Map Name,Venue Map ID,Citations,Collaborations,Experiments,Classification,Year,Citations 2002,Citations 2003,Citations 2004,Citations 2005,Citations 2006,Citations 2007,Citations 2008,Citations 2009,Citations 2010,Citations 2011,Citations 2012,Citations 2013,Citations 2014,Citations 2015,Citations 2016,Citations 2017,Citations 2018,Citations 2019,Citations 2020
11,637975,Simulation of ice Cherenkov detectors for IceTop,hep;core;conferencepaper,NA,632683,,,Prepared for,,NA,NA,,IceCube,ICECUBE,Instrumentation,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,638008,IceTop: The surface component of IceCube,hep;core;conferencepaper,NA,632683,,,Prepared for,,NA,NA,,IceCube,ICECUBE,Astrophysics;Instrumentation,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,638057,The IceCube high energy neutrino telescope,hep;core;conferencepaper,NA,632683,,,Prepared for,,NA,NA,,IceCube,ICECUBE,Instrumentation,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,640210,Investigations of optical modules for the AMANDA and ICECUBE project,hep;thesis;core,NA,,,,,,NA,NA,,,AMANDA;ICECUBE,Astrophysics;Instrumentation,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,647582,The IceCube Project,conferencepaper;hep;core;citeable;arxiv,NA,657501,,,Talk given at,,NA,NA,6,IceCube,ICECUBE,Astrophysics,2004,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,649485,Design and status of IceCube,published;conferencepaper;hep;core;citeable;arxiv,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,15,IceCube,ICECUBE,Astrophysics;Instrumentation,2004,0,0,0,1,2,2,1,4,1,0,0,0,0,0,2,2,0,0,0
17,651595,Status of the IceCube Neutrino Observatory,published;conferencepaper;hep;core;citeable,New Astron.Rev.,,,,,,NEW ASTRONOMY REVIEWS,13677,16,IceCube,ICECUBE,Instrumentation,2004,0,0,3,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
18,651764,IceCube: The Cubic kilometer neutrino telescope at the South Pole,conferencepaper;hep;core;citeable;arxiv,NA,1776093,,,To appear in the proceedings of,,NA,NA,3,IceCube,ICECUBE,Astrophysics,2005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,652321,The IceCube Neutrino Observatory,hep;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,684055,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,10,IceCube,ICECUBE,Instrumentation,2005,0,0,0,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20,656560,Aus Amanda wird IceCube,hep;core;citeable;introductory,Bild.Wiss.,,,,,,,,,,AMANDA;ICECUBE,Experiment-HEP;Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,658585,The IceCube Neutrino Telescope,hep;core;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,5,IceCube,ICECUBE,Astrophysics;Instrumentation,2004,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,673255,Optimierung akustischer Detektoren zum Nachweis hochenergetischer kosmischer Teilchen,hep;thesis;core,NA,,,,,,NA,NA,,,ICECUBE,Astrophysics;Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,674296,IceTop status in 2004,hep;conferencepaper;citeable;arxiv,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,9,IceCube,ICECUBE,Astrophysics,2005,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
24,676140,The Diffuse neutrino flux from FR-II radio galaxies and blazars: A Source property based estimate,published;hep;core;citeable;arxiv,Astropart.Phys.,,,,,,ASTROPARTICLE PHYSICS,2098,62,,amanda;icecube,Astrophysics,2005,0,0,0,6,1,3,1,3,3,6,1,9,5,6,2,3,0,1,2
25,676432,IceCube education and outreach: Bringing neutrinos to the secondary school classroom,hep;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,,IceCube,ICECUBE,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,677825,"Neutrino astrophysics in the cold: AMANDA, Baikal and IceCube",conferencepaper;hep;review;citeable;arxiv,Phys.Scripta,728124,,,,,PHYSICA SCRIPTA,14743,23,,AMANDA;BAIKAL;ICECUBE,Astrophysics,2005,0,0,0,6,4,2,3,2,0,4,0,0,0,0,0,0,0,0,0
27,683324,Measuring diffuse neutrino fluxes with IceCube,published;hep;core;citeable;arxiv,JCAP,,,,,,,,21,,ICECUBE,Astrophysics,2005,0,0,0,0,2,2,1,4,0,2,1,0,2,1,0,0,0,0,3
28,689834,Neutrino Astronomy with IceCube and AMANDA,hep;conferencepaper,NA,,,,Presented at,,NA,NA,,IceCube,AMANDA;IceCube,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,692001,From amanda to icecube,hep;conferencepaper;citeable;arxiv,Phys.Atom.Nucl.,,,,,,,,11,IceCube,ICECUBE,Astrophysics,2005,0,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0
30,692009,"The icecube collaboration: contributions to the 29th international cosmic ray conference (icrc 2005), pune, india, aug. 2005",hep;conferencepaper;citeable;arxiv,NA,,,,Contributed to,,NA,NA,106,IceCube,ICECUBE,Astrophysics,2005,0,0,0,2,43,23,6,10,3,4,1,4,1,2,1,1,0,0,0
31,692130,Multi-messenger studies with amanda/icecube: observations and strategies,hep;conferencepaper;citeable;arxiv,NA,704805,,,,,NA,NA,11,IceCube,ICECUBE,Astrophysics,2005,0,0,0,1,2,2,1,1,0,2,0,0,0,0,0,0,0,1,0
32,692208,Status of the IceCube neutrino telescope,published;conferencepaper;citeable;hep,Int.J.Mod.Phys.,,,,,,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,14,IceCube,ICECUBE,Instrumentation,2005,0,0,0,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0
33,692567,A search for high-energy muon neutrinos from the galactic plane with amanda-II,hep;conferencepaper;citeable,NA,,,ICRC 2005,,,NA,NA,7,IceCube,ICECUBE,Astrophysics;astro-ph,2005,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0
34,692684,Neutrino-Induced Cascades From GRBs With AMANDA-II,hep;conferencepaper;citeable;arxiv,NA,,,,,,NA,NA,6,IceCube,ICECUBE,Astrophysics,2005,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,694835,Probing for leptonic signatures from grb030329 with amanda-II,hep;conferencepaper;citeable,NA,,,ICRC 2005,,,NA,NA,21,IceCube,ICECUBE,Astrophysics;astro-ph,2005,0,0,0,1,8,4,1,6,1,0,0,0,0,0,0,0,0,0,0
36,695616,Search for diffuse flux of extraterrestrial muon neutrinos using AMANDA-II data from 2000 to 2003,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,695617,Search for a diffuse flux on non-terrestrial muon neutrinos with the AMANDA detector,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,695618,Sensitivity of AMANDA-II to UHE neutrinos,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,695619,An investigation of seasonal variations in the atmospheric neutrino rate with the AMANDA-II neutrino telescope,hep;conferencepaper,NA,,,,,,NA,NA,1,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,695620,Search for high energy neutrino point sources in the northern hemisphere with the AMANDA-II neutrino telescope,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,695621,Multiwavelength comparison of selected neutrino point source candidates,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,695622,A source stacking analysis of AGN as neutrino point source candidates with AMANDA,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,695623,The search for neutrinos from gamma-ray bursts with AMANDA,hep;conferencepaper;citeable,AIP Conf.Proc.,719038,,,,,AIP CONFERENCE PROCEEDINGS,907,,IceCube;IPN,AMANDA;ICECUBE,Astrophysics,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,695624,Search for neutralino dark matter with the AMANDA neutrino detector,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,695625,Performance of AMANDA-II using transient waveform recorders,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,695626,A software trigger for the AMANDA neutrino detector,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,695627,Air showers with IceCube: First engineering data,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,ICECUBE,Astrophysics;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,695628,IceCube: Initial performance,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,ICECUBE,Astrophysics;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,695629,Calibration and characterization of photomultiplier tubes of the IceCube neutrino detector,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,ICECUBE,Astrophysics;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,695630,Simulation of a hybrid optical / radio / acoustic extension to IceCube for EeV neutrino detection,hep;conferencepaper,NA,,,,,,NA,NA,,IceCube,ICECUBE,Astrophysics;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,696564,IceCube: One million atmospheric neutrinos,hep;conferencepaper,NA,689376,,,Prepared for,,NA,NA,,,ICECUBE,Experiment-HEP;Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,701346,Simulation of a hybrid optical/radio/acoustic extension to icecube for eev neutrino detection,hep;conferencepaper;citeable;published,Int.J.Mod.Phys.,728100,,,,,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,31,IceCube,ICECUBE,Astrophysics;astro-ph,2005,0,0,0,0,5,9,6,3,4,3,1,0,0,0,0,0,0,0,0
53,703122,Neutrino astronomy and cosmic rays at the South Pole: Latest results from AMANDA and perspectives for IceCube,published;conferencepaper;citeable;hep,Int.J.Mod.Phys.,,,,,,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,1,AMANDA;IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,704575,Getting there: From AMANDA to IceCube,hep;conferencepaper;citeable,PoS,,,,,,,,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,704810,Design and performance of the IceCube electronics,hep;conferencepaper,NA,702074,,,Prepared for,,NA,NA,2,IceCube,ICECUBE,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,705561,Exploring the neutrino universe with AMANDA and IceCube,hep;conferencepaper,NA,719506,,,Prepared for,,NA,NA,,IceCube,AMANDA;ICECUBE,Experiment-HEP,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,706372,Neutrino physics at the South pole: Recent results from the AMANDA experiment,hep;conferencepaper,NA,728104,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,706393,"Design, production, and first results from the ICECUBE digital optical module",hep;conferencepaper,NA,728104,,,,,NA,NA,,IceCube,ICECUBE,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,708418,First results from icecube,hep;core;conferencepaper;citeable,AIP Conf.Proc.,727872,,,,,AIP CONFERENCE PROCEEDINGS,907,8,IceCube,ICECUBE,Astrophysics;astro-ph;hep-ex;nucl-ex,2006,0,0,0,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0
60,709204,Neutrino astronomy at the south pole: latest results from amanda-II,hep;conferencepaper;citeable,AIP Conf.Proc.,727872,,,,,AIP CONFERENCE PROCEEDINGS,907,,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,711023,A new search paradigm for correlated neutrino emission from discrete grbs using antarctic Cerenkov telescopes in the swift era,hep;conferencepaper;citeable,AIP Conf.Proc.,719038,,,,,AIP CONFERENCE PROCEEDINGS,907,7,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0
62,714581,From AMANDA to IceCube,hep;conferencepaper;citeable,NA,722270,,,,,NA,NA,3,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,715057,First Year Performance of The IceCube Neutrino Telescope,published;hep;core;citeable;arxiv,Astropart.Phys.,,,,,,ASTROPARTICLE PHYSICS,2098,679,IceCube,ICECUBE,Astrophysics;Instrumentation,2006,0,0,0,0,21,37,32,49,23,40,23,83,31,95,68,57,28,26,23
64,718878,Neutrino detectors in ice: results and perspectives,hep;conferencepaper;citeable,Frascati Phys.Ser.,739137,,,,,,,2,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,720648,Neutrino Astronomy at the South Pole,hep;conferencepaper;citeable,NA,1396641,,,,,NA,NA,4,IceCube,AMANDA;ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
66,721227,"Limits on the high-energy gamma and neutrino fluxes from the SGR 1806-20 giant flare of December 27th, 2004 with the AMANDA-II detector",published;hep;core;citeable;arxiv,Phys.Rev.Lett.,,,,,,PHYSICAL REVIEW LETTERS,14761,23,IceCube,ICECUBE,Astrophysics,2006,0,0,0,0,1,6,3,6,1,4,1,1,0,0,0,0,0,0,0
67,723029,AMANDA and IceCube: Neutrino astronomy at the south pole,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,,IceCube,ICECUBE,Astrophysics;Experiment-HEP,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,723306,Status of IceCube in 2005,hep;conferencepaper;citeable;published,Nucl.Instrum.Meth.,,,,,Nucl.Instrum.Meth. A567 (2006) 438-443,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,6,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
69,723307,IceCube: The state of the art,hep;conferencepaper;citeable;arxiv,NA,1691182,,,To appear in the proceedings of,,NA,NA,5,IceCube,ICECUBE,Astrophysics,2006,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70,726462,On the selection of AGN neutrino source candidates for a source stacking analysis with neutrino telescopes,published;hep;core;citeable;arxiv,Astropart.Phys.,,,,,,ASTROPARTICLE PHYSICS,2098,42,IceCube,ICECUBE,Astrophysics,2015,0,0,0,0,1,9,2,3,1,5,2,4,2,0,2,0,1,2,3
71,728472,The AMANDA-IceCube neutrino telescopes and indirect dark matter search,published;conferencepaper;citeable;hep,Acta Phys.Polon.,,,,,,ACTA PHYSICA POLONICA B,511,,IceCube,ICECUBE,Experiment-HEP;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,729315,IceCube neutrino astronomy at South Pole,published;conferencepaper;citeable;hep,Phys.Scripta,,,,,,PHYSICA SCRIPTA,14743,3,IceCube,ICECUBE,Instrumentation,2006,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
73,730687,Five years of searches for point sources of astrophysical neutrinos with the AMANDA-II neutrino telescope,published;hep;core;review;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,105,IceCube,ICECUBE,Astrophysics,2006,0,0,0,0,1,24,23,19,8,7,2,1,1,1,0,1,0,1,0
74,732188,"Contributions to 2nd TeV Particle Astrophysics Conference (TeV PA II). Madison, Wisconsin 28-31 Aug 2006",hep;conferencepaper;citeable;arxiv,NA,741188,,,To appear in the proceedings of,,NA,NA,8,IceCube,ICECUBE,Astrophysics,2006,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0
75,732194,IceCube: Toward a km3 Neutrino Telescope,hep;conferencepaper;citeable,NA,1613855,,,,,NA,NA,14,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0
76,732529,"IceCube: Performance, Status, and Future",hep;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,,IceCube,ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,732576,Neutrino astronomy with IceCube and AMANDA,hep;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,9,IceCube,AMANDA;ICECUBE,Astrophysics;astro-ph,2006,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0
78,732687,The EHE Neutrino Search Capability of the IceCube Observatory,hep;conferencepaper;citeable;arxiv,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,5,IceCube,ICECUBE,Astrophysics,2006,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
79,733929,Icecube: The World's Largest Dark Matter Detector,hep;conferencepaper;citeable;arxiv,NA,1123267,,,Prepared for IDM 2006: 6th International Workshop on the Ide,,NA,NA,6,,ICECUBE,Astrophysics,2006,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0
80,734238,AMANDA: Selected physics results,published;conferencepaper;citeable;hep,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,3,IceCube,AMANDA;ICECUBE,Astrophysics;Instrumentation,2006,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
81,734243,Systematic uncertainties in the analysis of data from a neutrino telescope: The AMANDA case,published;conferencepaper;citeable;hep,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,,IceCube,AMANDA;ICECUBE,Astrophysics;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,736218,Design and production of the IceCube digital optical module,published;conferencepaper;citeable;hep,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,39,IceCube,ICECUBE,Instrumentation,2006,0,0,0,0,1,1,6,6,1,2,3,1,2,7,3,1,1,1,0
83,736257,The IceCube neutrino telescope,hep;conferencepaper;citeable,AIP Conf.Proc.,736735,,,,,AIP CONFERENCE PROCEEDINGS,907,3,IceCube,ICECUBE,Instrumentation,2006,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
84,737010,From AMANDA to IceCube: Neutrino astronomy at the South Pole,hep;conferencepaper;citeable,AIP Conf.Proc.,736739,,,,,AIP CONFERENCE PROCEEDINGS,907,2,IceCube,AMANDA;ICECUBE,Experiment-HEP;Instrumentation,2006,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
85,740369,Calibration of air shower signals in the IceTop detector using cosmic ray muons,hep;thesis;core,NA,,,,,,NA,NA,,,ICECUBE,Astrophysics;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,740596,Neutrinos from GRBs: Recent results from AMANDA,published;conferencepaper;hep;core;citeable,Nuovo Cim.,,,,,,RIVISTA DEL NUOVO CIMENTO,17049,,IceCube,AMANDA;ICECUBE,Astrophysics;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,740726,General performance of the IceCube detector and the calibration results,hep;core;conferencepaper;citeable,PoS,,,,,,,,,IceCube,ICECUBE,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,740767,Neutrino astronomy and astrophysics with IceCube and AMANDA,hep;core;conferencepaper;citeable,Conf.Proc.,,,,,,,,,IceCube,AMANDA;ICECUBE,Astrophysics;Experiment-HEP;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,742171,First Results from AMANDA using the TWR System,hep;conferencepaper;citeable,NA,874287,,,,,NA,NA,,IceCube,AMANDA;ICECUBE,Astrophysics;astro-ph,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,744243,Search for neutrino-induced cascades from gamma-ray bursts with AMANDA,published;hep;core;citeable;arxiv,Astrophys.J.,,,,,,ASTROPHYSICAL JOURNAL,2100,51,IceCube,ICECUBE,Astrophysics,2007,0,0,0,0,0,10,8,13,2,6,1,1,0,0,2,2,2,1,0
91,749147,Multi-year search for a diffuse flux of muon neutrinos with AMANDA-II,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,2,IceCube,AMANDA;ICECUBE,Astrophysics,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,750212,The Search for Muon Neutrinos from Northern Hemisphere Gamma-Ray Bursts with AMANDA,published;hep;core;citeable;arxiv,Astrophys.J.,,,,,,ASTROPHYSICAL JOURNAL,2100,80,IceCube;IPN,ICECUBE,Astrophysics,2007,0,0,0,0,0,5,18,22,3,15,2,4,0,2,0,3,0,1,1
93,750251,Multi-year search for a diffuse flux of muon neutrinos with AMANDA-II,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,186,IceCube,ICECUBE,Astrophysics,2007,0,0,0,0,0,23,24,42,20,23,15,14,6,5,0,2,1,2,0
94,750455,Detection of Atmospheric Muon Neutrinos with the IceCube 9-String Detector,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,48,IceCube,ICECUBE,Astrophysics,2007,0,0,0,0,0,10,15,4,4,5,3,2,1,1,1,0,0,0,0
