,ID,Title,Type,Venue Name,Venue ID,Venue ISBN,Venue Acronym,Venue Presented At,Venue Extra,Venue Map Name,Venue Map ID,Citations,Collaborations,Experiments,Classification,Year,Citations 1991,Citations 1992,Citations 1993,Citations 1994,Citations 1995,Citations 1996,Citations 1997,Citations 1998,Citations 1999,Citations 2000,Citations 2001,Citations 2002,Citations 2003,Citations 2004,Citations 2005,Citations 2006,Citations 2007,Citations 2008,Citations 2009,Citations 2010,Citations 2011,Citations 2012,Citations 2013,Citations 2014,Citations 2015,Citations 2016,Citations 2017,Citations 2018,Citations 2019,Citations 2020
84,648387,Study of the different responsive behaviour of the sidebands in LIGO I,published;conferencepaper;hep;core;citeable,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,3,,LIGO,Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
85,648392,Lower frequency companions for the advanced LIGO gravitational wave interferometric detectors: An observational opportunity?,published;conferencepaper;hep;core;citeable,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,2,,LIGO,Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
86,650083,First upper limits from ligo on gravitational wave bursts,published;hep;core;citeable;arxiv,Phys.Rev.,650097,,,,,PHYSICAL REVIEW D,14759,105,LIGO Scientific,LIGO,Astrophysics;Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,20,25,6,8,8,8,2,1,3,4,1,2,3,1,0,0,2
87,660958,Limits on gravitational wave emission from selected pulsars using LIGO data,published;hep;core;citeable;arxiv,Phys.Rev.Lett.,,,,,,PHYSICAL REVIEW LETTERS,14761,134,LIGO Scientific,LIGO,Gravitation and Cosmology,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,17,9,18,7,9,6,4,1,4,4,4,4,4,5,1
88,664125,Status of LIGO data analysis,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,2,LIGO Scientific,LIGO,Gravitation and Cosmology,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,664136,Plans for the LIGO-TAMA joint search for gravitational wave bursts,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,4,,LIGO;NEW-EXP;TAMA,Gravitation and Cosmology;Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,664137,Multiresolution techniques for the detection of gravitational-wave bursts,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,123,,LIGO,Gravitation and Cosmology,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,10,9,2,4,5,6,4,13,15,7,5,17
91,666759,Gravitational wave detectors: New eyes for physics and astronomy,hep;core;conferencepaper;citeable,Pramana,,,,,,PRAMANA,15125,1,LIGO Scientific,LIGO,Gravitation and Cosmology;Instrumentation,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,675442,A Search for gravitational waves associated with the gamma ray burst GRB030329 using the LIGO detectors,published;hep;core;fermilab;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,99,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,10,15,10,5,9,5,6,1,0,3,0,1,1,1
93,680368,A First comparison between LIGO and Virgo inspiral search pipelines,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,9,VIRGO Joint LIGO / Working Group,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
94,680547,Report on the first binary black hole inspiral search in LIGO data,hep;conferencepaper;citeable;published,Class.Quant.Grav.,,,,,Class.Quant.Grav. 22 (2005) S1119-S1128,CLASSICAL AND QUANTUM GRAVITY,3723,5,LIGO Scientific,LIGO,Gravitation and Cosmology;gr-qc,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
95,680622,Veto studies for LIGO inspiral triggers,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,16,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,1,0,1,0,1,0,2,0,0,1
96,681066,Gravitational wave burst vetoes in the LIGO S2 and S3 data analyses,published;conferencepaper;hep;core;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,21,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,1,1,0,2,1,1,0,3,1,0,0
97,681312,Status of the joint LIGO-TAMA300 inspiral analysis,hep;conferencepaper;citeable;published,Class.Quant.Grav.,,,,,Class.Quant.Grav. 22 (2005) S1109-S1118,CLASSICAL AND QUANTUM GRAVITY,3723,5,TAMA;LIGO Scientific,LIGO,Gravitation and Cosmology;gr-qc,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,682088,Upper limits on gravitational wave bursts in LIGO's second science run,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,71,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,10,12,8,1,2,3,2,1,0,1,0,0,1,0
99,682266,Search for gravitational waves from galactic and extra-galactic binary neutron stars,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,112,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,14,13,18,6,2,2,6,3,2,3,0,0,0,1
100,682267,Search for gravitational waves from primordial black hole binary coalescences in the galactic halo,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,86,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,8,12,2,1,4,6,1,1,2,3,4,2,4
101,682653,Searching for gravitational waves from known pulsars,hep;conferencepaper;citeable;published,Class.Quant.Grav.,,,,,Class.Quant.Grav. 22 (2005) S1277-S1282,CLASSICAL AND QUANTUM GRAVITY,3723,3,LIGO Scientific,LIGO,Gravitation and Cosmology;gr-qc;astro-ph,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
102,682987,Using the INSPIRAL program to search for gravitational waves from low-mass binary inspiral,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,12,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,1,0
103,685743,Wide parameter search for isolated pulsars using the Hough transform,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,8,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0
104,687074,Upper limits on a stochastic background of gravitational waves,published;hep;core;citeable;arxiv,Phys.Rev.Lett.,,,,,,PHYSICAL REVIEW LETTERS,14761,74,LIGO Scientific,LIGO,Astrophysics,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,15,9,8,1,3,4,3,4,1,2,1,2,1,0,1
105,690017,First all-sky upper limits from LIGO on the strength of periodic gravitational waves using the Hough transform,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,89,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,11,4,7,4,3,4,5,3,3,5,4,4,1
106,691462,Targeted searches for gravitational waves from radio pulsars,conferencepaper;hep;core;citeable;arxiv,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,2,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,693736,Search for gravitational waves from binary black hole inspirals in LIGO data,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,94,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,15,11,12,5,4,2,5,2,0,6,2,0,0,0
108,694840,Accessibility of the pre-big-bang models to ligo,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,39,,LIGO,Astrophysics;Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3,3,1,2,4,1,1,5,8,1,1
109,694925,Preparing GEO 600 for gravitational wave astronomy: A status report,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,7,LIGO Scientific,LIGO,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,694928,Improvements in strain calibration for the third LIGO science run,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,6,LIGO Scientific,LIGO,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
111,694937,CorrPower: A cross-correlation-based algorithm for triggered and untriggered gravitational-wave burst searches,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,19,,LIGO,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,1,0,0,1,1,0,0,0,0,0,1,0
112,694948,The AURIGA-LIGO joint burst search,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,5,,LIGO;AURIGA,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
113,698891,Search for gravitational-wave bursts in LIGO's third science run,published;conferencepaper;hep;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,41,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,6,1,0,3,2,0,0,0,0,0,1,0
114,699003,Recent results on the search for continuous sources with LIGO and GEO 600,hep;conferencepaper;citeable;arxiv,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,2,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115,700305,Joint LIGO and TAMA300 search for gravitational waves from inspiralling neutron star binaries,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,52,LIGO Scientific;TAMA,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,8,4,2,1,7,1,1,1,1,0,0,0
116,700374,Exploratory studies in a search for continuous-wave gravitational radiation in early LIGO data,hep;thesis,NA,,,,,,NA,NA,,,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,704580,GEO 600: Building a gravitational wave observatory,hep;conferencepaper;citeable,PoS,,,,,,,,,LIGO Scientific,LIGO,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,704582,Status of LIGO detectors and results from recent astrophysical searches,hep;conferencepaper;citeable,PoS,,,,,,,,1,LIGO Scientific,LIGO,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,706839,Search for gravitational waves by LIGO Scientific Collaboration,hep;conferencepaper,NA,738596,,,Prepared for,,NA,NA,,LIGO Scientific,LIGO,Instrumentation,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,710251,Direct searches for a cosmological stochastic gravitational wave background,hep;conferencepaper;citeable,AIP Conf.Proc.,702072,,,,,AIP CONFERENCE PROCEEDINGS,907,,LIGO Scientific,LIGO,Gravitation and Cosmology,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,713937,Status of the LIGO detectors,published;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,47,LIGO Scientific,LIGO,,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,11,7,1,2,1,0,1,0,1,0,0,0,0
122,715682,Report on the search for binary black holes inspiral in S3 LIGO data,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,,LIGO Scientific,LIGO,Astrophysics,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,715684,Development of a DMT monitor for tracking slow nonstationarities present in LIGO science data,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,,LIGO Scientific,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,715703,Status of the LIGO-AURIGA joint burst analysis,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,2,LIGO Scientific;AURIGA,AURIGA;LIGO,Astrophysics;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
125,715709,Lock acquisition scheme for the advanced LIGO optical configuration,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,4,,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
126,715727,Silica suspension and coating developments for Advanced LIGO,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,,,,,,Journal of Physics: Conference Series,11180,2,,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
127,715744,Reducing gravitational wave false alarms using signals at the antisymmetric port in LIGO detectors,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,8,LIGO Scientific,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1
128,715754,Design and prototype tests of a seismic attenuation system for the advanced-LIGO output mode cleaner,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,3,,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
129,716134,Coherent searches for periodic gravitational waves from unknown isolated sources and Scorpius X-1: Results from the second LIGO science run,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,177,LIGO Scientific,LIGO,Gravitation and Cosmology,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,22,10,11,12,6,10,10,11,12,12,8,9,3
130,724816,Searching for a Stochastic Background of Gravitational Waves with LIGO,published;hep;core;citeable;arxiv,Astrophys.J.,,,,,,ASTROPHYSICAL JOURNAL,2100,149,LIGO Scientific,LIGO,Astrophysics;Gravitation and Cosmology,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,30,14,9,10,7,8,5,5,4,4,5,2,6
131,726329,Searches for continuous gravitational wave sources with LIGO and GEO,hep;conferencepaper;citeable,AIP Conf.Proc.,723794,,,,,AIP CONFERENCE PROCEEDINGS,907,,LIGO Scientific,LIGO,Gravitation and Cosmology,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,732412,The status of GEO 600,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,57,LIGO Scientific,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,9,8,5,3,4,2,0,0,1,1,0,0,0
133,732413,Status of LIGO at the start of the fifth science run,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,58,LIGO Scientific,LIGO,Astrophysics;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,10,8,2,2,0,1,1,0,3,0,0,0
134,732414,Multidimensional classification of kleineWelle triggers from LIGO science run,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,2,LIGO Scientific,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
135,732416,Identifying correlated environmental noise in co-located interferometers with application to stochastic gravitational wave analysis,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,6,LIGO Scientific,LIGO,Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
136,732417,Overview of LIGO Scientific Collaboration inspiral searches,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,1,LIGO Scientific,LIGO,Astrophysics,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,732418,Search for black hole ringdown signals in LIGO S4 data,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,16,LIGO Scientific,LIGO,Astrophysics,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,1,0,1,0,0,0,0,0,1,0
138,737166,The application of numerical relativity to LIGO and LISA data analysis,hep;conferencepaper;citeable,AIP Conf.Proc.,736741,,,,,AIP CONFERENCE PROCEEDINGS,907,,,LIGO;LISA,Astrophysics;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,739987,Searching for gravitational waves,hep;conferencepaper,Frascati Phys.Ser.,739137,,,Prepared for,,,,,LIGO Scientific,LIGO,Gravitation and Cosmology,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,740759,LIGO and Virgo: Large interferometers searching for gravitational waves,hep;core;conferencepaper,NA,774040,,,,,NA,NA,,LIGO Scientific;VIRGO,LIGO;VIRGO,Gravitation and Cosmology;Instrumentation,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,741336,Results from LIGO observations: Stochastic background and continuous wave signals,hep;core;conferencepaper,NA,808707,,,Prepared for,,NA,NA,,LIGO Scientific,LIGO,Gravitation and Cosmology,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,741618,A Comparison of methods for gravitational wave burst searches from LIGO and Virgo,published;hep;core;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,20,VIRGO LIGO Working Group,LIGO;VIRGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,3,0,2,0,0,0,0,1,0,2,0
143,741619,Detailed comparison of LIGO and Virgo inspiral pipelines in preparation for a joint search,published;hep;core;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,31,VIRGO LIGO / Working Group,LIGO;VIRGO,Gravitation and Cosmology;Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,2,3,3,2,0,3,2,0,0,0,0
144,744081,Upper limits on gravitational wave emission from 78 radio pulsars,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,158,LIGO Scientific,LIGO,Astrophysics;Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,15,15,11,8,7,5,5,7,7,7,8,2
145,744753,Application of the Probability Event Horizon filter to constrain the local rate density of binary black hole inspirals with Advanced LIGO,published;hep;core;citeable;arxiv,Mon.Not.Roy.Astron.Soc.,,,,,,,,5,,LIGO,Astrophysics;Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0
146,746190,Upper limit map of a background of gravitational waves,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,105,LIGO Scientific,LIGO,Astrophysics,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,7,8,10,1,6,6,9,5,8,7,5,0
147,746243,First Cross-Correlation Analysis of Interferometric and Resonant-Bar Gravitational-Wave Data for Stochastic Backgrounds,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,58,ALLEGRO;LIGO Scientific,LIGO,Gravitation and Cosmology;Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,2,3,4,2,6,1,3,1,3,2,0
148,746598,Search for gravitational wave radiation associated with the pulsating tail of the SGR 1806-20 hyperflare of 27 December 2004 using LIGO,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,75,LIGO Scientific,LIGO,Astrophysics,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,9,6,10,7,5,1,3,0,1,0,1,1
149,748462,Search for gravitational-wave bursts in LIGO data from the fourth science run,published;hep;core;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,90,LIGO Scientific,LIGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,18,4,2,5,4,1,2,5,1,0,4,0
150,749287,Search for gravitational waves from binary inspirals in S3 and S4 LIGO data,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,157,LIGO Scientific,LIGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,26,12,14,6,10,3,5,5,1,4,2,3
151,754221,Searching for Gravitational-Wave Bursts with LIGO,hep;conferencepaper;citeable;arxiv,NA,1661992,,,To appear in the proceedings of,,NA,NA,1,LIGO Scientific,LIGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,758807,Are neutron stars with crystalline color-superconducting cores relevant for the LIGO experiment?,published;hep;core;citeable;arxiv,Phys.Rev.Lett.,,,,,,PHYSICAL REVIEW LETTERS,14761,77,,LIGO,Gravitation and Cosmology;Astrophysics;Phenomenology-HEP,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,8,5,2,5,7,5,3,3,4,4,2
153,759267,All-sky search for periodic gravitational waves in LIGO S4 data,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,141,LIGO Scientific,LIGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,11,10,9,8,5,7,6,12,11,11,9,2
154,762740,A Joint search for gravitational wave bursts with AURIGA and LIGO,published;hep;core;citeable;arxiv,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,26,AURIGA;LIGO Scientific,AURIGA;LIGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,3,3,2,0,0,0,0,0,0,0
155,765399,Report on an all-sky LIGO search for periodic gravitational waves in the S4 data,hep;conferencepaper;citeable,J.Phys.Conf.Ser.,741191,,,,"J.Phys.Conf.Ser.122:012033,2008",Journal of Physics: Conference Series,11180,1,LIGO Scientific,LIGO,Gravitation and Cosmology;gr-qc,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,767001,Implications for the Origin of GRB 070201 from LIGO Observations,published;hep;core;citeable;arxiv,Astrophys.J.,,,,,,ASTROPHYSICAL JOURNAL,2100,183,LIGO Scientific,LIGO,Astrophysics,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,22,21,19,8,24,15,11,4,2,6,5,4
157,768135,LIGO: The Laser interferometer gravitational-wave observatory,published;hep;core;review;citeable;arxiv,Rept.Prog.Phys.,,,,,,REPORTS ON PROGRESS IN PHYSICS,16516,901,LIGO Scientific,LIGO,Gravitation and Cosmology;Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,46,77,87,86,89,99,98,82,45,44,38,32
158,770394,Search of S3 LIGO data for gravitational wave signals from spinning black hole and neutron star binary inspirals,published;hep;core;citeable;arxiv,Phys.Rev.,,,,,,PHYSICAL REVIEW D,14759,67,LIGO Scientific,LIGO,Gravitation and Cosmology,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,8,3,6,6,5,6,1,1,1,0
159,770931,LIGO: Status and recent results,hep;conferencepaper;citeable,AIP Conf.Proc.,878006,,,,,AIP CONFERENCE PROCEEDINGS,907,7,LIGO Scientific,LIGO,Gravitation and Cosmology;Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0
160,770977,GEO600: Status and plans,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,24,LIGO Scientific,LIGO,Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,3,2,0,0,0,0,0,0,0
161,770980,Matched filter analysis of burst waveform injections,published;conferencepaper;citeable;hep,Class.Quant.Grav.,,,,,,CLASSICAL AND QUANTUM GRAVITY,3723,,LIGO Scientific,LIGO,Instrumentation,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
