,Citing ID,Citing Venue Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap ID,Cited Publication Year,Citing Top Subject ID,Citing Top Subject Weight,Cited Top Subject ID,Cited Top Subject Weight,Cited Subject IDs
0,2973055525,biorxiv,,2019,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
1,2973055525,biorxiv,,2019,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
2,2993213195,,,2019,2969970780,biorxiv,,2019,411,0.08333330000000001,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
3,2993213195,,,2019,2969970780,biorxiv,,2019,411,0.08333330000000001,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
4,3006503485,,,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
5,3006503485,,,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
6,3017023874,cell reports,,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
7,3017023874,cell reports,,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
8,3021010311,,,2020,2969970780,biorxiv,,2019,519,0.335938,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
9,3021010311,,,2020,2969970780,biorxiv,,2019,519,0.335938,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
10,3030295107,biorxiv,,2020,2969970780,biorxiv,,2019,158,0.192105,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
11,3030295107,biorxiv,,2020,2969970780,biorxiv,,2019,158,0.192105,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
12,3033127275,expert review of molecular diagnostics,6154.0,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
13,3033127275,expert review of molecular diagnostics,6154.0,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
14,3044785731,frontiers in oncology,,2020,2969970780,biorxiv,,2019,486,0.0250569,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
15,3044785731,frontiers in oncology,,2020,2969970780,biorxiv,,2019,486,0.0250569,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
16,3088749193,respiratory research,16602.0,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
17,3088749193,respiratory research,16602.0,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
18,3093150528,biorxiv,,2020,2969970780,biorxiv,,2019,135,0.329638,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
19,3093150528,biorxiv,,2020,2969970780,biorxiv,,2019,135,0.329638,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
20,3096715224,cellular & molecular immunology,3352.0,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
21,3096715224,cellular & molecular immunology,3352.0,2020,2969970780,biorxiv,,2019,428,0.181818,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
22,3110842356,medrxiv,,2020,2969970780,biorxiv,,2019,9,0.366224,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
23,3110842356,medrxiv,,2020,2969970780,biorxiv,,2019,9,0.366224,72,0.171717,"{""72"": 0.171717, ""399"": 0.0460476, ""288"": 0.0322581, ""411"": 0.08333330000000001, ""327"": 0.09452739999999998}"
24,2914598164,angewandte chemie,1294.0,2019,2982932823,nature protocols,13463.0,2019,195,0.107884,389,1.062558,"{""389"": 1.062558, ""195"": 0.107884, ""364"": 0.033241, ""378"": 0.162011, ""450"": 0.333333, ""442"": 0.00956938, ""383"": 0.00854701, ""120"": 0.041666699999999994, ""87"": 0.174948}"
25,2914598164,angewandte chemie,1294.0,2019,2982932823,nature protocols,13463.0,2019,195,0.107884,389,1.062558,"{""389"": 1.062558, ""195"": 0.107884, ""364"": 0.033241, ""378"": 0.162011, ""450"": 0.333333, ""442"": 0.00956938, ""383"": 0.00854701, ""120"": 0.041666699999999994, ""87"": 0.174948}"
