,Citing ID,Citing Venue Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap ID,Cited Publication Year,Citing Top Subject ID,Citing Top Subject Weight,Cited Top Subject ID,Cited Top Subject Weight,Cited Subject IDs
0,2969970780,biorxiv,,2019,177360280,modern pathology,13179.0,1990,72,0.171717,36,0.504854,"{""12"": 0.289277, ""36"": 0.504854}"
1,2969970780,biorxiv,,2019,177360280,modern pathology,13179.0,1990,72,0.171717,36,0.504854,"{""12"": 0.289277, ""36"": 0.504854}"
2,2969970780,biorxiv,,2019,1859257957,the journal of pathology,,2014,72,0.171717,428,0.181818,"{""428"": 0.181818}"
3,2969970780,biorxiv,,2019,1859257957,the journal of pathology,,2014,72,0.171717,428,0.181818,"{""428"": 0.181818}"
4,2969970780,biorxiv,,2019,1965092590,computer physics communications,4211.0,2010,72,0.171717,56,0.15,"{""56"": 0.15}"
5,2969970780,biorxiv,,2019,1965092590,computer physics communications,4211.0,2010,72,0.171717,56,0.15,"{""56"": 0.15}"
6,2969970780,biorxiv,,2019,1966107523,immunity,7878.0,2013,72,0.171717,428,0.181818,"{""428"": 0.181818, ""380"": 0.0016835, ""410"": 0.00833333, ""475"": 0.00265252, ""472"": 0.0190275}"
7,2969970780,biorxiv,,2019,1966107523,immunity,7878.0,2013,72,0.171717,428,0.181818,"{""428"": 0.181818, ""380"": 0.0016835, ""410"": 0.00833333, ""475"": 0.00265252, ""472"": 0.0190275}"
8,2969970780,biorxiv,,2019,1971622516,european journal of cancer,5871.0,2005,72,0.171717,428,0.181818,"{""399"": 0.0460476, ""428"": 0.181818}"
9,2969970780,biorxiv,,2019,1971622516,european journal of cancer,5871.0,2005,72,0.171717,428,0.181818,"{""399"": 0.0460476, ""428"": 0.181818}"
10,2969970780,biorxiv,,2019,1984650310,cellular & molecular immunology,3352.0,2011,72,0.171717,110,0.4115665,"{""286"": 0.0283303, ""91"": 0.07204119999999999, ""226"": 0.00289645, ""110"": 0.4115665, ""471"": 0.405295, ""290"": 0.012671600000000002, ""403"": 0.0526316, ""9"": 0.299076, ""100"": 0.00207039, ""428"": 0.181818, ""8"": 0.205094}"
