,Citing ID,Citing Venue Name,Citing Venue SciMap ID,Citing Publication Year,Cited ID,Cited Venue Name,Cited Venue SciMap ID,Cited Publication Year,Citing Top Subject ID,Citing Top Subject Weight,Cited Top Subject ID,Cited Top Subject Weight,Cited Subject IDs
0,1988185025,nature,13439,2001,1989539292,nature genetics,13453.0,1999,15,0.002973516,519,0.258824,"{""519"": 0.258824, ""388"": 0.00215517}"
1,1988185025,nature,13439,2001,1999909705,science,17311.0,2000,15,0.002973516,521,0.7391300000000001,"{""2"": 0.185315, ""364"": 0.369231, ""521"": 0.7391300000000001, ""29"": 0.130163, ""237"": 0.023195900000000002, ""112"": 0.00534759}"
2,1988185025,nature,13439,2001,2000160799,nature,13439.0,2001,15,0.002973516,234,0.00767263,"{""346"": 0.00214133, ""234"": 0.00767263, ""420"": 0.00226244}"
3,1988185025,nature,13439,2001,2042103448,science,17311.0,1996,15,0.002973516,15,0.0006613760000000001,"{""15"": 0.0006613760000000001}"
4,1988185025,nature,13439,2001,2061008984,nature,13439.0,2001,15,0.002973516,529,0.188525,"{""146"": 0.0157895, ""380"": 0.00282486, ""529"": 0.188525, ""541"": 0.0006574619999999999, ""127"": 0.164729, ""334"": 0.00188324, ""346"": 0.00214133, ""218"": 0.0756757}"
5,1988185025,nature,13439,2001,2074754379,science,17311.0,1997,15,0.002973516,164,0.777778,"{""164"": 0.777778, ""170"": 0.05, ""218"": 0.0756757, ""380"": 0.00282486}"
6,1988185025,nature,13439,2001,2079501979,science,17311.0,1996,15,0.002973516,142,0.00917431,"{""268"": 0.001, ""142"": 0.00917431, ""85"": 0.00260417}"
7,1988185025,nature,13439,2001,2131709305,nature genetics,13453.0,2000,15,0.002973516,428,0.181818,"{""346"": 0.00214133, ""93"": 0.0793388, ""428"": 0.181818}"
8,1988185025,nature,13439,2001,2152400927,,,2002,15,0.002973516,71,0.298791,"{""143"": 0.296552, ""71"": 0.298791, ""127"": 0.164729, ""334"": 0.00188324}"
9,1988185025,nature,13439,2001,2160782760,nature genetics,13453.0,1999,15,0.002973516,540,0.240506,"{""346"": 0.00214133, ""428"": 0.181818, ""540"": 0.240506, ""181"": 0.031872500000000005}"
10,1988185025,nature,13439,2001,2168909179,nature,13439.0,2001,15,0.002973516,127,0.164729,"{""74"": 0.07875889999999999, ""381"": 0.00136799, ""127"": 0.164729, ""334"": 0.00188324}"
11,1997894107,nature,13439,2003,1486011748,,,2000,514,0.116745,345,0.0723982,"{""345"": 0.0723982}"
12,1997894107,nature,13439,2003,1551348579,european journal of cell biology,5878.0,1980,514,0.116745,373,0.23655900000000002,"{""135"": 0.180473, ""279"": 0.006, ""345"": 0.0723982, ""373"": 0.23655900000000002, ""428"": 0.181818}"
13,1997894107,nature,13439,2003,1564380213,advances in genetics,693.0,2002,514,0.116745,428,0.181818,"{""428"": 0.181818, ""372"": 0.0176322}"
14,1997894107,nature,13439,2003,1979385177,cell,3323.0,1999,514,0.116745,532,0.225071,"{""136"": 0.0011534000000000002, ""532"": 0.225071, ""121"": 0.0825959}"
15,1997894107,nature,13439,2003,2108345777,genetics,6669.0,2001,514,0.116745,449,0.22687600000000002,"{""164"": 0.08491760000000001, ""446"": 0.084048, ""204"": 0.030573200000000002, ""345"": 0.0723982, ""372"": 0.0506329, ""449"": 0.22687600000000002}"
16,1997894107,nature,13439,2003,2115518614,bioinformatics,2499.0,2001,514,0.116745,449,0.22687600000000002,"{""306"": 0.00694444, ""345"": 0.0723982, ""372"": 0.0506329, ""449"": 0.22687600000000002, ""381"": 0.00136799}"
17,1997894107,nature,13439,2003,2122055675,proceedings of the national academy of sciences of the united states of america,15868.0,2002,514,0.116745,449,0.22687600000000002,"{""152"": 0.0538462, ""183"": 0.0044843, ""345"": 0.0723982, ""334"": 0.0192308, ""372"": 0.0506329, ""449"": 0.22687600000000002, ""330"": 0.016594499999999998}"
18,1997894107,nature,13439,2003,2127230663,science,17311.0,2001,514,0.116745,127,0.164729,"{""127"": 0.164729, ""334"": 0.00188324}"
19,1997894107,nature,13439,2003,2136623592,microbiology and molecular biology reviews,12998.0,1998,514,0.116745,449,0.581492,"{""449"": 0.581492, ""529"": 0.188525, ""541"": 0.0006574619999999999, ""428"": 0.181818}"
20,1997894107,nature,13439,2003,2141652419,science,17311.0,2000,514,0.116745,345,0.12342,"{""146"": 0.0157895, ""305"": 0.00518135, ""345"": 0.12342}"
21,1997894107,nature,13439,2003,2148889490,nature,13439.0,2003,514,0.116745,449,0.22687600000000002,"{""62"": 0.06179780000000001, ""345"": 0.0723982, ""372"": 0.0506329, ""449"": 0.22687600000000002}"
22,1997894107,nature,13439,2003,2153283265,science,17311.0,1996,514,0.116745,234,0.00406835,"{""234"": 0.00406835}"
23,1997894107,nature,13439,2003,2167493116,nature,13439.0,2003,514,0.116745,449,0.22687600000000002,"{""146"": 0.0157895, ""345"": 0.0723982, ""372"": 0.0506329, ""449"": 0.22687600000000002, ""305"": 0.00326797}"
24,1997894107,nature,13439,2003,2168846334,science,17311.0,2001,514,0.116745,NA,NA,NA
25,1997894107,nature,13439,2003,2168909179,nature,13439.0,2001,514,0.116745,127,0.164729,"{""74"": 0.07875889999999999, ""381"": 0.00136799, ""127"": 0.164729, ""334"": 0.00188324}"
26,2098926562,science,17311,2003,2014197537,nature biotechnology,13440.0,2002,526,0.125,369,0.113445,"{""369"": 0.113445}"
27,2098926562,science,17311,2003,2028728414,nature,13439.0,2002,526,0.125,508,0.07366639999999999,"{""508"": 0.07366639999999999}"
28,2098926562,science,17311,2003,2118001436,proceedings of the national academy of sciences of the united states of america,15868.0,1998,526,0.125,383,0.013888900000000001,"{""383"": 0.013888900000000001}"
29,2025813437,nature,13439,2006,1235839870,nature,13439.0,2004,428,0.181818,127,0.164729,"{""333"": 0.051654099999999994, ""127"": 0.164729, ""334"": 0.00188324}"
30,2025813437,nature,13439,2006,1517532080,nature genetics,13453.0,2000,428,0.181818,204,0.34372400000000003,"{""204"": 0.34372400000000003, ""320"": 0.07422680000000001}"
31,2025813437,nature,13439,2006,1966256304,nature,13439.0,2006,428,0.181818,204,0.4349032,"{""204"": 0.4349032, ""381"": 0.00136799, ""81"": 0.15566}"
32,2025813437,nature,13439,2006,1981347911,proceedings of the national academy of sciences of the united states of america,15868.0,2003,428,0.181818,130,0.0673171,"{""130"": 0.0673171}"
